fecha,ticker,precio,moneda,fuente
2025-05-22,NVDA,6440.00,ARS,Yahoo Finance NVDA.BA
2025-05-23,NVDA,6360.00,ARS,Yahoo Finance NVDA.BA
2025-05-26,NVDA,6450.00,ARS,Yahoo Finance NVDA.BA
2025-05-27,NVDA,6600.00,ARS,Yahoo Finance NVDA.BA
2025-05-28,NVDA,6630.00,ARS,Yahoo Finance NVDA.BA
2025-05-29,NVDA,6900.00,ARS,Yahoo Finance NVDA.BA
2025-05-30,NVDA,6770.00,ARS,Yahoo Finance NVDA.BA
2025-06-02,NVDA,6810.00,ARS,Yahoo Finance NVDA.BA
2025-06-03,NVDA,7030.00,ARS,Yahoo Finance NVDA.BA
2025-06-04,NVDA,7060.00,ARS,Yahoo Finance NVDA.BA
2025-06-05,NVDA,7000.00,ARS,Yahoo Finance NVDA.BA
2025-06-06,NVDA,7070.00,ARS,Yahoo Finance NVDA.BA
2025-06-09,NVDA,7100.00,ARS,Yahoo Finance NVDA.BA
2025-06-10,NVDA,7140.00,ARS,Yahoo Finance NVDA.BA
2025-06-11,NVDA,7090.00,ARS,Yahoo Finance NVDA.BA
2025-06-12,NVDA,7200.00,ARS,Yahoo Finance NVDA.BA
2025-06-13,NVDA,7040.00,ARS,Yahoo Finance NVDA.BA
2025-06-17,NVDA,7090.00,ARS,Yahoo Finance NVDA.BA
2025-06-18,NVDA,7060.00,ARS,Yahoo Finance NVDA.BA
2025-06-19,NVDA,6930.00,ARS,Yahoo Finance NVDA.BA
2025-06-23,NVDA,7130.00,ARS,Yahoo Finance NVDA.BA
2025-06-24,NVDA,7290.00,ARS,Yahoo Finance NVDA.BA
2025-06-25,NVDA,7690.00,ARS,Yahoo Finance NVDA.BA
2025-06-26,NVDA,7760.00,ARS,Yahoo Finance NVDA.BA
2025-06-27,NVDA,7880.00,ARS,Yahoo Finance NVDA.BA
2025-06-30,NVDA,7980.00,ARS,Yahoo Finance NVDA.BA
2025-07-01,NVDA,7910.00,ARS,Yahoo Finance NVDA.BA
2025-07-02,NVDA,8120.00,ARS,Yahoo Finance NVDA.BA
2025-07-03,NVDA,8220.00,ARS,Yahoo Finance NVDA.BA
2025-07-04,NVDA,8260.00,ARS,Yahoo Finance NVDA.BA
2025-07-07,NVDA,8420.00,ARS,Yahoo Finance NVDA.BA
2025-07-08,NVDA,8410.00,ARS,Yahoo Finance NVDA.BA
2025-07-10,NVDA,8680.00,ARS,Yahoo Finance NVDA.BA
2025-07-11,NVDA,8730.00,ARS,Yahoo Finance NVDA.BA
2025-07-14,NVDA,8890.00,ARS,Yahoo Finance NVDA.BA
2025-07-15,NVDA,9110.00,ARS,Yahoo Finance NVDA.BA
2025-07-16,NVDA,9110.00,ARS,Yahoo Finance NVDA.BA
2025-07-17,NVDA,9280.00,ARS,Yahoo Finance NVDA.BA
2025-07-18,NVDA,9300.00,ARS,Yahoo Finance NVDA.BA
2025-07-21,NVDA,9180.00,ARS,Yahoo Finance NVDA.BA
2025-07-22,NVDA,8800.00,ARS,Yahoo Finance NVDA.BA
2025-07-23,NVDA,9000.00,ARS,Yahoo Finance NVDA.BA
2025-07-24,NVDA,9220.00,ARS,Yahoo Finance NVDA.BA
2025-07-25,NVDA,9320.00,ARS,Yahoo Finance NVDA.BA
2025-07-28,NVDA,9540.00,ARS,Yahoo Finance NVDA.BA
2025-07-29,NVDA,9460.00,ARS,Yahoo Finance NVDA.BA
2025-07-30,NVDA,9860.00,ARS,Yahoo Finance NVDA.BA
2025-07-31,NVDA,10100.00,ARS,Yahoo Finance NVDA.BA
2025-08-01,NVDA,9890.00,ARS,Yahoo Finance NVDA.BA
2025-08-04,NVDA,10175.00,ARS,Yahoo Finance NVDA.BA
2025-08-05,NVDA,10000.00,ARS,Yahoo Finance NVDA.BA
2025-08-06,NVDA,9970.00,ARS,Yahoo Finance NVDA.BA
2025-08-07,NVDA,10000.00,ARS,Yahoo Finance NVDA.BA
2025-08-08,NVDA,10125.00,ARS,Yahoo Finance NVDA.BA
2025-08-11,NVDA,10075.00,ARS,Yahoo Finance NVDA.BA
2025-08-12,NVDA,10075.00,ARS,Yahoo Finance NVDA.BA
2025-08-13,NVDA,9980.00,ARS,Yahoo Finance NVDA.BA
2025-08-14,NVDA,9940.00,ARS,Yahoo Finance NVDA.BA
2025-08-18,NVDA,9890.00,ARS,Yahoo Finance NVDA.BA
2025-08-19,NVDA,9530.00,ARS,Yahoo Finance NVDA.BA
2025-08-20,NVDA,9550.00,ARS,Yahoo Finance NVDA.BA
2025-08-21,NVDA,9640.00,ARS,Yahoo Finance NVDA.BA
2025-08-22,NVDA,9870.00,ARS,Yahoo Finance NVDA.BA
2025-08-25,NVDA,10250.00,ARS,Yahoo Finance NVDA.BA
2025-08-26,NVDA,10300.00,ARS,Yahoo Finance NVDA.BA
2025-08-27,NVDA,10300.00,ARS,Yahoo Finance NVDA.BA
2025-08-28,NVDA,10150.00,ARS,Yahoo Finance NVDA.BA
2025-08-29,NVDA,9810.00,ARS,Yahoo Finance NVDA.BA
2025-09-01,NVDA,10000.00,ARS,Yahoo Finance NVDA.BA
2025-09-02,NVDA,9760.00,ARS,Yahoo Finance NVDA.BA
2025-09-03,NVDA,9720.00,ARS,Yahoo Finance NVDA.BA
2025-09-04,NVDA,9850.00,ARS,Yahoo Finance NVDA.BA
2025-09-05,NVDA,9640.00,ARS,Yahoo Finance NVDA.BA
2025-09-08,NVDA,10120.00,ARS,Yahoo Finance NVDA.BA
2025-09-09,NVDA,10180.00,ARS,Yahoo Finance NVDA.BA
2025-09-10,NVDA,10590.00,ARS,Yahoo Finance NVDA.BA
2025-09-11,NVDA,10670.00,ARS,Yahoo Finance NVDA.BA
2025-09-12,NVDA,10930.00,ARS,Yahoo Finance NVDA.BA
2025-09-15,NVDA,11030.00,ARS,Yahoo Finance NVDA.BA
2025-09-16,NVDA,10770.00,ARS,Yahoo Finance NVDA.BA
2025-09-17,NVDA,10650.00,ARS,Yahoo Finance NVDA.BA
2025-09-18,NVDA,11480.00,ARS,Yahoo Finance NVDA.BA
2025-09-19,NVDA,11490.00,ARS,Yahoo Finance NVDA.BA
2025-09-22,NVDA,10960.00,ARS,Yahoo Finance NVDA.BA
2025-09-23,NVDA,10520.00,ARS,Yahoo Finance NVDA.BA
2025-09-24,NVDA,10270.00,ARS,Yahoo Finance NVDA.BA
2025-09-25,NVDA,10360.00,ARS,Yahoo Finance NVDA.BA
2025-09-26,NVDA,10880.00,ARS,Yahoo Finance NVDA.BA
2025-09-29,NVDA,11300.00,ARS,Yahoo Finance NVDA.BA
2025-09-30,NVDA,11980.00,ARS,Yahoo Finance NVDA.BA
2025-10-01,NVDA,12260.00,ARS,Yahoo Finance NVDA.BA
2025-10-02,NVDA,12230.00,ARS,Yahoo Finance NVDA.BA
2025-10-03,NVDA,11940.00,ARS,Yahoo Finance NVDA.BA
2025-10-06,NVDA,11750.00,ARS,Yahoo Finance NVDA.BA
2025-10-07,NVDA,12040.00,ARS,Yahoo Finance NVDA.BA
2025-10-08,NVDA,12170.00,ARS,Yahoo Finance NVDA.BA
2025-10-09,NVDA,11790.00,ARS,Yahoo Finance NVDA.BA
2025-10-13,NVDA,11230.00,ARS,Yahoo Finance NVDA.BA
2025-10-14,NVDA,11070.00,ARS,Yahoo Finance NVDA.BA
2025-10-15,NVDA,10940.00,ARS,Yahoo Finance NVDA.BA
2025-10-16,NVDA,11290.00,ARS,Yahoo Finance NVDA.BA
2025-10-17,NVDA,11800.00,ARS,Yahoo Finance NVDA.BA
2025-10-20,NVDA,11930.00,ARS,Yahoo Finance NVDA.BA
2025-10-21,NVDA,12160.00,ARS,Yahoo Finance NVDA.BA
2025-10-22,NVDA,12080.00,ARS,Yahoo Finance NVDA.BA
2025-10-23,NVDA,11810.00,ARS,Yahoo Finance NVDA.BA
2025-10-24,NVDA,12170.00,ARS,Yahoo Finance NVDA.BA
2025-10-27,NVDA,11600.00,ARS,Yahoo Finance NVDA.BA
2025-10-28,NVDA,12490.00,ARS,Yahoo Finance NVDA.BA
2025-10-29,NVDA,12810.00,ARS,Yahoo Finance NVDA.BA
2025-10-30,NVDA,12590.00,ARS,Yahoo Finance NVDA.BA
2025-10-31,NVDA,12760.00,ARS,Yahoo Finance NVDA.BA
2025-11-03,NVDA,13200.00,ARS,Yahoo Finance NVDA.BA
2025-11-04,NVDA,12560.00,ARS,Yahoo Finance NVDA.BA
2025-11-05,NVDA,12570.00,ARS,Yahoo Finance NVDA.BA
2025-11-06,NVDA,11880.00,ARS,Yahoo Finance NVDA.BA
2025-11-07,NVDA,11480.00,ARS,Yahoo Finance NVDA.BA
2025-11-10,NVDA,12230.00,ARS,Yahoo Finance NVDA.BA
2025-11-11,NVDA,11940.00,ARS,Yahoo Finance NVDA.BA
2025-11-12,NVDA,11820.00,ARS,Yahoo Finance NVDA.BA
2025-11-13,NVDA,11470.00,ARS,Yahoo Finance NVDA.BA
2025-11-14,NVDA,11830.00,ARS,Yahoo Finance NVDA.BA
2025-11-17,NVDA,11450.00,ARS,Yahoo Finance NVDA.BA
2025-11-18,NVDA,11290.00,ARS,Yahoo Finance NVDA.BA
2025-11-19,NVDA,11420.00,ARS,Yahoo Finance NVDA.BA
2025-11-20,NVDA,11380.00,ARS,Yahoo Finance NVDA.BA
2025-11-21,NVDA,11380.00,ARS,Yahoo Finance NVDA.BA
2025-11-25,NVDA,11110.00,ARS,Yahoo Finance NVDA.BA
2025-11-26,NVDA,11520.00,ARS,Yahoo Finance NVDA.BA
2025-11-27,NVDA,11610.00,ARS,Yahoo Finance NVDA.BA
2025-11-28,NVDA,11230.00,ARS,Yahoo Finance NVDA.BA
2025-12-01,NVDA,11330.00,ARS,Yahoo Finance NVDA.BA
2025-12-02,NVDA,11530.00,ARS,Yahoo Finance NVDA.BA
2025-12-03,NVDA,11380.00,ARS,Yahoo Finance NVDA.BA
2025-12-04,NVDA,11530.00,ARS,Yahoo Finance NVDA.BA
2025-12-05,NVDA,11450.00,ARS,Yahoo Finance NVDA.BA
2025-12-09,NVDA,11560.00,ARS,Yahoo Finance NVDA.BA
2025-12-10,NVDA,11530.00,ARS,Yahoo Finance NVDA.BA
2025-12-11,NVDA,11350.00,ARS,Yahoo Finance NVDA.BA
2025-12-12,NVDA,11140.00,ARS,Yahoo Finance NVDA.BA
2025-12-15,NVDA,11260.00,ARS,Yahoo Finance NVDA.BA
2025-12-16,NVDA,11380.00,ARS,Yahoo Finance NVDA.BA
2025-12-17,NVDA,11120.00,ARS,Yahoo Finance NVDA.BA
2025-12-18,NVDA,11210.00,ARS,Yahoo Finance NVDA.BA
2025-12-19,NVDA,11630.00,ARS,Yahoo Finance NVDA.BA
2025-12-22,NVDA,11820.00,ARS,Yahoo Finance NVDA.BA
2025-12-23,NVDA,12000.00,ARS,Yahoo Finance NVDA.BA
2025-12-24,NVDA,11990.00,ARS,Yahoo Finance NVDA.BA
2025-12-26,NVDA,12200.00,ARS,Yahoo Finance NVDA.BA
2025-12-29,NVDA,11950.00,ARS,Yahoo Finance NVDA.BA
2025-12-30,NVDA,11910.00,ARS,Yahoo Finance NVDA.BA
2026-01-02,NVDA,12120.00,ARS,Yahoo Finance NVDA.BA
2026-01-05,NVDA,11990.00,ARS,Yahoo Finance NVDA.BA
2026-01-06,NVDA,12040.00,ARS,Yahoo Finance NVDA.BA
2026-01-07,NVDA,12120.00,ARS,Yahoo Finance NVDA.BA
2026-01-08,NVDA,11790.00,ARS,Yahoo Finance NVDA.BA
2026-01-09,NVDA,11870.00,ARS,Yahoo Finance NVDA.BA
2026-01-12,NVDA,11900.00,ARS,Yahoo Finance NVDA.BA
2026-01-13,NVDA,11760.00,ARS,Yahoo Finance NVDA.BA
2026-01-14,NVDA,11540.00,ARS,Yahoo Finance NVDA.BA
2026-01-15,NVDA,11900.00,ARS,Yahoo Finance NVDA.BA
2026-01-16,NVDA,11880.00,ARS,Yahoo Finance NVDA.BA
2026-01-19,NVDA,11690.00,ARS,Yahoo Finance NVDA.BA
2026-01-20,NVDA,11370.00,ARS,Yahoo Finance NVDA.BA
2026-01-21,NVDA,11650.00,ARS,Yahoo Finance NVDA.BA
2026-01-22,NVDA,11610.00,ARS,Yahoo Finance NVDA.BA
2026-01-23,NVDA,11810.00,ARS,Yahoo Finance NVDA.BA
2026-01-26,NVDA,11770.00,ARS,Yahoo Finance NVDA.BA
2026-01-27,NVDA,11920.00,ARS,Yahoo Finance NVDA.BA
2026-01-28,NVDA,12090.00,ARS,Yahoo Finance NVDA.BA
2026-01-29,NVDA,11940.00,ARS,Yahoo Finance NVDA.BA
2026-01-30,NVDA,11970.00,ARS,Yahoo Finance NVDA.BA
2026-02-02,NVDA,11720.00,ARS,Yahoo Finance NVDA.BA
2026-02-03,NVDA,11040.00,ARS,Yahoo Finance NVDA.BA
2026-02-04,NVDA,10960.00,ARS,Yahoo Finance NVDA.BA
2026-02-05,NVDA,10870.00,ARS,Yahoo Finance NVDA.BA
2026-02-06,NVDA,11490.00,ARS,Yahoo Finance NVDA.BA
2026-02-09,NVDA,11770.00,ARS,Yahoo Finance NVDA.BA
2026-02-10,NVDA,11620.00,ARS,Yahoo Finance NVDA.BA
2026-02-11,NVDA,11790.00,ARS,Yahoo Finance NVDA.BA
2026-02-12,NVDA,11490.00,ARS,Yahoo Finance NVDA.BA
2026-02-13,NVDA,11230.00,ARS,Yahoo Finance NVDA.BA
2026-02-18,NVDA,11360.00,ARS,Yahoo Finance NVDA.BA
2026-02-19,NVDA,11250.00,ARS,Yahoo Finance NVDA.BA
2026-02-20,NVDA,11400.00,ARS,Yahoo Finance NVDA.BA
2026-02-23,NVDA,11430.00,ARS,Yahoo Finance NVDA.BA
2026-02-24,NVDA,11640.00,ARS,Yahoo Finance NVDA.BA
2026-02-25,NVDA,12090.00,ARS,Yahoo Finance NVDA.BA
2026-02-26,NVDA,11460.00,ARS,Yahoo Finance NVDA.BA
2026-02-27,NVDA,10960.00,ARS,Yahoo Finance NVDA.BA
2026-03-02,NVDA,11150.00,ARS,Yahoo Finance NVDA.BA
2026-03-03,NVDA,11120.00,ARS,Yahoo Finance NVDA.BA
2026-03-04,NVDA,11260.00,ARS,Yahoo Finance NVDA.BA
2026-03-05,NVDA,11100.00,ARS,Yahoo Finance NVDA.BA
2026-03-06,NVDA,11100.00,ARS,Yahoo Finance NVDA.BA
2026-03-09,NVDA,11170.00,ARS,Yahoo Finance NVDA.BA
2026-03-10,NVDA,11250.00,ARS,Yahoo Finance NVDA.BA
2026-03-11,NVDA,11250.00,ARS,Yahoo Finance NVDA.BA
2026-03-12,NVDA,11140.00,ARS,Yahoo Finance NVDA.BA
2026-03-13,NVDA,11050.00,ARS,Yahoo Finance NVDA.BA
2026-03-16,NVDA,11240.00,ARS,Yahoo Finance NVDA.BA
2026-03-17,NVDA,11150.00,ARS,Yahoo Finance NVDA.BA
2026-03-18,NVDA,11070.00,ARS,Yahoo Finance NVDA.BA
2026-03-19,NVDA,10920.00,ARS,Yahoo Finance NVDA.BA
2026-03-20,NVDA,10590.00,ARS,Yahoo Finance NVDA.BA
2026-03-23,NVDA,10750.00,ARS,Yahoo Finance NVDA.BA
2026-03-25,NVDA,10810.00,ARS,Yahoo Finance NVDA.BA
2026-03-26,NVDA,10360.00,ARS,Yahoo Finance NVDA.BA
2026-03-27,NVDA,10330.00,ARS,Yahoo Finance NVDA.BA
2026-03-30,NVDA,10240.00,ARS,Yahoo Finance NVDA.BA
2026-03-31,NVDA,10720.00,ARS,Yahoo Finance NVDA.BA
2026-04-01,NVDA,10910.00,ARS,Yahoo Finance NVDA.BA
2026-04-06,NVDA,10970.00,ARS,Yahoo Finance NVDA.BA
2026-04-07,NVDA,11000.00,ARS,Yahoo Finance NVDA.BA
2026-04-08,NVDA,11210.00,ARS,Yahoo Finance NVDA.BA
2026-04-09,NVDA,11340.00,ARS,Yahoo Finance NVDA.BA
2026-04-10,NVDA,11590.00,ARS,Yahoo Finance NVDA.BA
2026-04-13,NVDA,11580.00,ARS,Yahoo Finance NVDA.BA
2026-04-14,NVDA,11980.00,ARS,Yahoo Finance NVDA.BA
2026-04-15,NVDA,12020.00,ARS,Yahoo Finance NVDA.BA
2026-04-16,NVDA,11990.00,ARS,Yahoo Finance NVDA.BA
2026-04-17,NVDA,12240.00,ARS,Yahoo Finance NVDA.BA
2026-04-20,NVDA,12330.00,ARS,Yahoo Finance NVDA.BA
2026-04-21,NVDA,12180.00,ARS,Yahoo Finance NVDA.BA
2026-04-22,NVDA,12380.00,ARS,Yahoo Finance NVDA.BA
2026-04-23,NVDA,12270.00,ARS,Yahoo Finance NVDA.BA
2026-04-24,NVDA,12960.00,ARS,Yahoo Finance NVDA.BA
2026-04-27,NVDA,13670.00,ARS,Yahoo Finance NVDA.BA
2026-04-28,NVDA,13360.00,ARS,Yahoo Finance NVDA.BA
2026-04-29,NVDA,12960.00,ARS,Yahoo Finance NVDA.BA
2026-04-30,NVDA,12500.00,ARS,Yahoo Finance NVDA.BA
2026-05-01,NVDA,12500.00,ARS,Yahoo Finance NVDA.BA
2026-05-04,NVDA,12380.00,ARS,Yahoo Finance NVDA.BA
2026-05-05,NVDA,12180.00,ARS,Yahoo Finance NVDA.BA
2026-05-06,NVDA,12830.00,ARS,Yahoo Finance NVDA.BA
2026-05-07,NVDA,13120.00,ARS,Yahoo Finance NVDA.BA
2026-05-08,NVDA,13330.00,ARS,Yahoo Finance NVDA.BA
2026-05-11,NVDA,13510.00,ARS,Yahoo Finance NVDA.BA
2026-05-12,NVDA,13550.00,ARS,Yahoo Finance NVDA.BA
2026-05-13,NVDA,13940.00,ARS,Yahoo Finance NVDA.BA
2026-05-14,NVDA,14530.00,ARS,Yahoo Finance NVDA.BA
2026-05-15,NVDA,13980.00,ARS,Yahoo Finance NVDA.BA
2026-05-18,NVDA,13710.00,ARS,Yahoo Finance NVDA.BA
2026-05-19,NVDA,13680.00,ARS,Yahoo Finance NVDA.BA
2026-05-20,NVDA,13830.00,ARS,Yahoo Finance NVDA.BA
2026-05-21,NVDA,13540.00,ARS,Yahoo Finance NVDA.BA
2026-05-22,NVDA,13370.00,ARS,Yahoo Finance NVDA.BA
2026-05-25,NVDA,13370.00,ARS,Yahoo Finance NVDA.BA
2026-05-26,NVDA,13290.00,ARS,Yahoo Finance NVDA.BA
2026-05-27,NVDA,13140.00,ARS,Yahoo Finance NVDA.BA
2026-05-28,NVDA,13240.00,ARS,Yahoo Finance NVDA.BA
2026-05-29,NVDA,13250.00,ARS,Yahoo Finance NVDA.BA
2026-06-01,NVDA,13900.00,ARS,Yahoo Finance NVDA.BA
2026-06-02,NVDA,13930.00,ARS,Yahoo Finance NVDA.BA
2026-06-03,NVDA,13610.00,ARS,Yahoo Finance NVDA.BA
2026-06-04,NVDA,13800.00,ARS,Yahoo Finance NVDA.BA
2026-06-05,NVDA,12980.00,ARS,Yahoo Finance NVDA.BA
2026-06-08,NVDA,13210.00,ARS,Yahoo Finance NVDA.BA
2026-06-09,NVDA,13090.00,ARS,Yahoo Finance NVDA.BA
2026-06-10,NVDA,12660.00,ARS,Yahoo Finance NVDA.BA
2026-06-11,NVDA,12780.00,ARS,Yahoo Finance NVDA.BA
2026-06-12,NVDA,12780.00,ARS,Yahoo Finance NVDA.BA
2025-01-02,AAPL,14275.00,ARS,Yahoo Finance AAPL.BA
2025-01-03,AAPL,14350.00,ARS,Yahoo Finance AAPL.BA
2025-01-06,AAPL,14525.00,ARS,Yahoo Finance AAPL.BA
2025-01-07,AAPL,14375.00,ARS,Yahoo Finance AAPL.BA
2025-01-08,AAPL,14400.00,ARS,Yahoo Finance AAPL.BA
2025-01-09,AAPL,14375.00,ARS,Yahoo Finance AAPL.BA
2025-01-10,AAPL,14075.00,ARS,Yahoo Finance AAPL.BA
2025-01-13,AAPL,13925.00,ARS,Yahoo Finance AAPL.BA
2025-01-14,AAPL,13950.00,ARS,Yahoo Finance AAPL.BA
2025-01-15,AAPL,14150.00,ARS,Yahoo Finance AAPL.BA
2025-01-16,AAPL,13650.00,ARS,Yahoo Finance AAPL.BA
2025-01-17,AAPL,13650.00,ARS,Yahoo Finance AAPL.BA
2025-01-20,AAPL,13800.00,ARS,Yahoo Finance AAPL.BA
2025-01-21,AAPL,13125.00,ARS,Yahoo Finance AAPL.BA
2025-01-22,AAPL,13275.00,ARS,Yahoo Finance AAPL.BA
2025-01-23,AAPL,13225.00,ARS,Yahoo Finance AAPL.BA
2025-01-24,AAPL,13000.00,ARS,Yahoo Finance AAPL.BA
2025-01-27,AAPL,13525.00,ARS,Yahoo Finance AAPL.BA
2025-01-28,AAPL,14050.00,ARS,Yahoo Finance AAPL.BA
2025-01-29,AAPL,14025.00,ARS,Yahoo Finance AAPL.BA
2025-01-30,AAPL,14150.00,ARS,Yahoo Finance AAPL.BA
2025-01-31,AAPL,13800.00,ARS,Yahoo Finance AAPL.BA
2025-02-03,AAPL,13600.00,ARS,Yahoo Finance AAPL.BA
2025-02-04,AAPL,13875.00,ARS,Yahoo Finance AAPL.BA
2025-02-05,AAPL,13900.00,ARS,Yahoo Finance AAPL.BA
2025-02-06,AAPL,13925.00,ARS,Yahoo Finance AAPL.BA
2025-02-07,AAPL,13725.00,ARS,Yahoo Finance AAPL.BA
2025-02-10,AAPL,13575.00,ARS,Yahoo Finance AAPL.BA
2025-02-11,AAPL,13900.00,ARS,Yahoo Finance AAPL.BA
2025-02-12,AAPL,14125.00,ARS,Yahoo Finance AAPL.BA
2025-02-13,AAPL,14500.00,ARS,Yahoo Finance AAPL.BA
2025-02-14,AAPL,14650.00,ARS,Yahoo Finance AAPL.BA
2025-02-17,AAPL,14850.00,ARS,Yahoo Finance AAPL.BA
2025-02-18,AAPL,14725.00,ARS,Yahoo Finance AAPL.BA
2025-02-19,AAPL,14825.00,ARS,Yahoo Finance AAPL.BA
2025-02-20,AAPL,14925.00,ARS,Yahoo Finance AAPL.BA
2025-02-21,AAPL,14975.00,ARS,Yahoo Finance AAPL.BA
2025-02-24,AAPL,15025.00,ARS,Yahoo Finance AAPL.BA
2025-02-25,AAPL,15075.00,ARS,Yahoo Finance AAPL.BA
2025-02-26,AAPL,14575.00,ARS,Yahoo Finance AAPL.BA
2025-02-27,AAPL,14600.00,ARS,Yahoo Finance AAPL.BA
2025-02-28,AAPL,14600.00,ARS,Yahoo Finance AAPL.BA
2025-03-05,AAPL,14575.00,ARS,Yahoo Finance AAPL.BA
2025-03-06,AAPL,14525.00,ARS,Yahoo Finance AAPL.BA
2025-03-07,AAPL,14600.00,ARS,Yahoo Finance AAPL.BA
2025-03-10,AAPL,13950.00,ARS,Yahoo Finance AAPL.BA
2025-03-11,AAPL,13600.00,ARS,Yahoo Finance AAPL.BA
2025-03-12,AAPL,13325.00,ARS,Yahoo Finance AAPL.BA
2025-03-13,AAPL,12900.00,ARS,Yahoo Finance AAPL.BA
2025-03-14,AAPL,13225.00,ARS,Yahoo Finance AAPL.BA
2025-03-17,AAPL,13450.00,ARS,Yahoo Finance AAPL.BA
2025-03-18,AAPL,13800.00,ARS,Yahoo Finance AAPL.BA
2025-03-19,AAPL,13825.00,ARS,Yahoo Finance AAPL.BA
2025-03-20,AAPL,13775.00,ARS,Yahoo Finance AAPL.BA
2025-03-21,AAPL,14025.00,ARS,Yahoo Finance AAPL.BA
2025-03-25,AAPL,14525.00,ARS,Yahoo Finance AAPL.BA
2025-03-26,AAPL,14375.00,ARS,Yahoo Finance AAPL.BA
2025-03-27,AAPL,14525.00,ARS,Yahoo Finance AAPL.BA
2025-03-28,AAPL,14250.00,ARS,Yahoo Finance AAPL.BA
2025-03-31,AAPL,14650.00,ARS,Yahoo Finance AAPL.BA
2025-04-01,AAPL,14600.00,ARS,Yahoo Finance AAPL.BA
2025-04-03,AAPL,13425.00,ARS,Yahoo Finance AAPL.BA
2025-04-04,AAPL,12625.00,ARS,Yahoo Finance AAPL.BA
2025-04-07,AAPL,12275.00,ARS,Yahoo Finance AAPL.BA
2025-04-08,AAPL,11800.00,ARS,Yahoo Finance AAPL.BA
2025-04-09,AAPL,13300.00,ARS,Yahoo Finance AAPL.BA
2025-04-10,AAPL,13025.00,ARS,Yahoo Finance AAPL.BA
2025-04-11,AAPL,13250.00,ARS,Yahoo Finance AAPL.BA
2025-04-14,AAPL,12750.00,ARS,Yahoo Finance AAPL.BA
2025-04-15,AAPL,12575.00,ARS,Yahoo Finance AAPL.BA
2025-04-16,AAPL,11450.00,ARS,Yahoo Finance AAPL.BA
2025-04-21,AAPL,10900.00,ARS,Yahoo Finance AAPL.BA
2025-04-22,AAPL,11575.00,ARS,Yahoo Finance AAPL.BA
2025-04-23,AAPL,12125.00,ARS,Yahoo Finance AAPL.BA
2025-04-24,AAPL,12525.00,ARS,Yahoo Finance AAPL.BA
2025-04-25,AAPL,12525.00,ARS,Yahoo Finance AAPL.BA
2025-04-28,AAPL,12575.00,ARS,Yahoo Finance AAPL.BA
2025-04-29,AAPL,12575.00,ARS,Yahoo Finance AAPL.BA
2025-04-30,AAPL,12650.00,ARS,Yahoo Finance AAPL.BA
2025-05-05,AAPL,12075.00,ARS,Yahoo Finance AAPL.BA
2025-05-06,AAPL,12075.00,ARS,Yahoo Finance AAPL.BA
2025-05-07,AAPL,11475.00,ARS,Yahoo Finance AAPL.BA
2025-05-08,AAPL,11425.00,ARS,Yahoo Finance AAPL.BA
2025-05-09,AAPL,11500.00,ARS,Yahoo Finance AAPL.BA
2025-05-12,AAPL,12150.00,ARS,Yahoo Finance AAPL.BA
2025-05-13,AAPL,12350.00,ARS,Yahoo Finance AAPL.BA
2025-05-14,AAPL,12250.00,ARS,Yahoo Finance AAPL.BA
2025-05-15,AAPL,12275.00,ARS,Yahoo Finance AAPL.BA
2025-05-16,AAPL,12350.00,ARS,Yahoo Finance AAPL.BA
2025-05-19,AAPL,12175.00,ARS,Yahoo Finance AAPL.BA
2025-05-20,AAPL,12050.00,ARS,Yahoo Finance AAPL.BA
2025-05-21,AAPL,11750.00,ARS,Yahoo Finance AAPL.BA
2025-05-22,AAPL,11700.00,ARS,Yahoo Finance AAPL.BA
2025-05-23,AAPL,11375.00,ARS,Yahoo Finance AAPL.BA
2025-05-26,AAPL,11550.00,ARS,Yahoo Finance AAPL.BA
2025-05-27,AAPL,11775.00,ARS,Yahoo Finance AAPL.BA
2025-05-28,AAPL,11775.00,ARS,Yahoo Finance AAPL.BA
2025-05-29,AAPL,11950.00,ARS,Yahoo Finance AAPL.BA
2025-05-30,AAPL,12075.00,ARS,Yahoo Finance AAPL.BA
2025-06-02,AAPL,12025.00,ARS,Yahoo Finance AAPL.BA
2025-06-03,AAPL,12175.00,ARS,Yahoo Finance AAPL.BA
2025-06-04,AAPL,12175.00,ARS,Yahoo Finance AAPL.BA
2025-06-05,AAPL,12025.00,ARS,Yahoo Finance AAPL.BA
2025-06-06,AAPL,12250.00,ARS,Yahoo Finance AAPL.BA
2025-06-09,AAPL,12100.00,ARS,Yahoo Finance AAPL.BA
2025-06-10,AAPL,12100.00,ARS,Yahoo Finance AAPL.BA
2025-06-11,AAPL,11850.00,ARS,Yahoo Finance AAPL.BA
2025-06-12,AAPL,11875.00,ARS,Yahoo Finance AAPL.BA
2025-06-13,AAPL,11700.00,ARS,Yahoo Finance AAPL.BA
2025-06-17,AAPL,11575.00,ARS,Yahoo Finance AAPL.BA
2025-06-18,AAPL,11525.00,ARS,Yahoo Finance AAPL.BA
2025-06-19,AAPL,11550.00,ARS,Yahoo Finance AAPL.BA
2025-06-23,AAPL,12000.00,ARS,Yahoo Finance AAPL.BA
2025-06-24,AAPL,11925.00,ARS,Yahoo Finance AAPL.BA
2025-06-25,AAPL,12100.00,ARS,Yahoo Finance AAPL.BA
